stem,x_param,theta1_deg,omega1_deg_s
3.2V_1.21Hz,1.2100,74.8870,-69.3913
3.2V_1.21Hz,1.2100,38.5697,-428.5493
3.2V_1.21Hz,1.2100,49.6040,17.8170
3.2V_1.21Hz,1.2100,63.1610,-44.3471
3.2V_1.21Hz,1.2100,31.6360,18.9978
3.2V_1.21Hz,1.2100,56.0061,-193.8821
3.2V_1.21Hz,1.2100,42.9000,170.3741
3.2V_1.21Hz,1.2100,33.7390,37.9002
3.2V_1.21Hz,1.2100,61.0168,-224.6059
3.2V_1.21Hz,1.2100,62.9032,-149.2487
3.2V_1.21Hz,1.2100,56.8109,-169.8592
3.2V_1.21Hz,1.2100,56.5427,-192.9507
3.2V_1.21Hz,1.2100,56.9694,-213.5231
3.2V_1.21Hz,1.2100,61.0284,-261.6078
3.2V_1.21Hz,1.2100,68.4230,-261.6466
3.2V_1.21Hz,1.2100,57.5983,-74.8799
3.2V_1.21Hz,1.2100,57.1296,-94.4192
3.2V_1.21Hz,1.2100,57.5310,-9.8951
3.2V_1.21Hz,1.2100,55.7930,33.8060
3.2V_1.21Hz,1.2100,31.0732,-115.9106
3.2V_1.21Hz,1.2100,76.5739,-99.2761
3.2V_1.21Hz,1.2100,61.9020,-83.9454
3.2V_1.21Hz,1.2100,45.3071,-383.0374
3.2V_1.21Hz,1.2100,57.4707,-318.7968
3.2V_1.21Hz,1.2100,72.5058,-163.1302
3.2V_1.21Hz,1.2100,70.5599,-142.7119
3.2V_1.21Hz,1.2100,57.6266,-60.1936
3.2V_1.21Hz,1.2100,59.9581,-86.8196
3.2V_1.21Hz,1.2100,61.8380,-48.0093
3.2V_1.21Hz,1.2100,34.8027,-413.1441
3.2V_1.21Hz,1.2100,59.8419,-111.6942
3.2V_1.21Hz,1.2100,47.3404,-447.0447
3.2V_1.21Hz,1.2100,75.5750,-83.6009
3.2V_1.21Hz,1.2100,60.4604,-89.8883
3.2V_1.21Hz,1.2100,29.8435,153.0662
3.2V_1.21Hz,1.2100,66.2213,-246.0399
3.2V_1.21Hz,1.2100,61.1568,-220.4148
3.2V_1.21Hz,1.2100,62.9392,-253.4791
3.2V_1.21Hz,1.2100,64.2198,-251.1347
3.2V_1.21Hz,1.2100,67.3407,-254.8564
3.2V_1.21Hz,1.2100,76.7255,-168.2745
3.2V_1.21Hz,1.2100,66.0530,-126.5477
3.2V_1.21Hz,1.2100,63.0423,-268.3321
3.2V_1.21Hz,1.2100,71.2598,-264.0761
3.2V_1.21Hz,1.2100,58.0217,-170.9056
3.2V_1.21Hz,1.2100,79.8532,-183.8846
3.2V_1.21Hz,1.2100,64.3492,141.5686
3.2V_1.21Hz,1.2100,63.6100,-77.5187
3.2V_1.21Hz,1.2100,69.7060,-15.4151
3.2V_1.21Hz,1.2100,33.4275,-84.2375
3.2V_1.21Hz,1.2100,72.1056,-211.5395
3.2V_1.21Hz,1.2100,67.4031,-258.9624
3.2V_1.21Hz,1.2100,68.3825,-254.8694
3.2V_1.21Hz,1.2100,82.2212,-109.4043
3.2V_1.21Hz,1.2100,68.2517,124.7849
3.2V_1.21Hz,1.2100,61.8220,-50.9042
3.2V_1.21Hz,1.2100,29.0470,56.6790
3.2V_1.21Hz,1.2100,66.0955,-267.9342
3.2V_1.21Hz,1.2100,66.7705,-62.5410
3.2V_1.21Hz,1.2100,45.5453,-450.7209
3.2V_1.21Hz,1.2100,43.8452,150.0022
3.2V_1.21Hz,1.2100,64.0260,71.3464
3.2V_1.21Hz,1.2100,64.1588,-398.4591
3.2V_1.21Hz,1.2100,45.3763,-277.0799
3.2V_1.21Hz,1.2100,73.1694,-211.1630
3.2V_1.21Hz,1.2100,66.1964,-174.7130
3.2V_1.21Hz,1.2100,66.4887,-114.1750
3.2V_1.21Hz,1.2100,71.8890,58.3880
3.2V_1.21Hz,1.2100,59.6652,-34.3757
3.2V_1.21Hz,1.2100,27.5826,-32.9110
3.2V_1.21Hz,1.2100,66.8928,-230.8919
3.2V_1.21Hz,1.2100,61.8727,-223.2225
3.2V_1.21Hz,1.2100,68.0194,-300.3633
3.2V_1.21Hz,1.2100,64.0354,-74.3188
3.2V_1.21Hz,1.2100,77.6707,-153.8316
3.2V_1.21Hz,1.2100,71.0118,-59.2312
3.2V_1.21Hz,1.2100,35.8130,-272.0250
3.2V_1.22Hz,1.2200,43.8834,390.8538
3.2V_1.22Hz,1.2200,40.4842,354.3721
3.2V_1.22Hz,1.2200,41.6172,382.0633
3.2V_1.22Hz,1.2200,46.0772,382.1934
3.2V_1.22Hz,1.2200,35.4882,314.5078
3.2V_1.22Hz,1.2200,26.0725,457.5718
3.2V_1.22Hz,1.2200,52.1518,378.2734
3.2V_1.22Hz,1.2200,46.6146,400.8038
3.2V_1.22Hz,1.2200,40.9476,504.8611
3.2V_1.22Hz,1.2200,42.1792,279.8641
3.2V_1.22Hz,1.2200,39.9018,292.7800
3.2V_1.22Hz,1.2200,47.1185,222.3790
3.2V_1.22Hz,1.2200,39.4920,408.9116
3.2V_1.22Hz,1.2200,6.2852,462.2311
3.2V_1.22Hz,1.2200,15.7923,337.8971
3.2V_1.22Hz,1.2200,42.2382,430.4779
3.2V_1.22Hz,1.2200,41.6959,378.3052
3.2V_1.22Hz,1.2200,36.6336,339.2862
3.2V_1.22Hz,1.2200,14.6801,237.7001
3.2V_1.22Hz,1.2200,39.2845,398.9079
3.2V_1.22Hz,1.2200,48.9023,381.7090
3.2V_1.22Hz,1.2200,47.1910,388.5085
3.2V_1.22Hz,1.2200,44.9222,368.0638
3.2V_1.22Hz,1.2200,41.4230,394.0212
3.2V_1.22Hz,1.2200,40.8449,348.2506
3.2V_1.22Hz,1.2200,49.6088,404.7690
3.2V_1.22Hz,1.2200,36.4056,363.9381
3.2V_1.22Hz,1.2200,46.3569,375.3178
3.2V_1.22Hz,1.2200,56.0225,340.5428
3.2V_1.22Hz,1.2200,27.0984,359.0656
3.2V_1.22Hz,1.2200,32.1349,278.3848
3.2V_1.22Hz,1.2200,17.5857,507.9262
3.2V_1.22Hz,1.2200,26.1387,321.9562
3.2V_1.22Hz,1.2200,40.9788,376.8419
3.2V_1.22Hz,1.2200,36.3373,406.5725
3.2V_1.22Hz,1.2200,40.2871,384.5395
3.2V_1.22Hz,1.2200,24.5091,507.8282
3.2V_1.22Hz,1.2200,38.9939,327.0513
3.2V_1.22Hz,1.2200,22.1632,486.3868
3.2V_1.22Hz,1.2200,24.0970,489.1803
3.2V_1.22Hz,1.2200,36.6192,329.4881
3.2V_1.22Hz,1.2200,41.2969,416.8143
3.2V_1.22Hz,1.2200,24.8362,469.8809
3.2V_1.22Hz,1.2200,18.4391,525.2120
3.2V_1.22Hz,1.2200,24.7920,333.2774
3.2V_1.22Hz,1.2200,38.4212,442.5981
3.2V_1.22Hz,1.2200,41.4212,328.1332
3.2V_1.22Hz,1.2200,38.0664,337.0388
3.2V_1.22Hz,1.2200,21.3360,-3.8162
3.2V_1.22Hz,1.2200,37.6014,344.1372
3.2V_1.22Hz,1.2200,45.0149,396.0132
3.2V_1.22Hz,1.2200,51.2156,411.2782
3.2V_1.22Hz,1.2200,46.9060,382.1398
3.2V_1.22Hz,1.2200,34.4984,334.5944
3.2V_1.22Hz,1.2200,25.0015,285.8392
3.2V_1.22Hz,1.2200,56.1242,281.2344
3.2V_1.22Hz,1.2200,39.7522,296.6792
3.2V_1.22Hz,1.2200,32.3106,363.8010
3.2V_1.22Hz,1.2200,4.9222,523.9924
3.2V_1.22Hz,1.2200,16.3273,346.2198
3.2V_1.22Hz,1.2200,29.8886,307.6343
3.2V_1.22Hz,1.2200,28.2150,483.1716
3.2V_1.22Hz,1.2200,43.2882,375.7727
3.2V_1.22Hz,1.2200,40.0659,375.3932
3.2V_1.22Hz,1.2200,16.3275,199.6229
3.2V_1.22Hz,1.2200,26.4666,405.9329
3.2V_1.22Hz,1.2200,37.6012,318.7503
3.2V_1.22Hz,1.2200,23.1200,501.1997
3.2V_1.22Hz,1.2200,44.0285,364.7205
3.2V_1.22Hz,1.2200,42.5734,388.1942
3.2V_1.22Hz,1.2200,40.5401,361.3971
3.2V_1.22Hz,1.2200,26.0263,325.4609
3.2V_1.22Hz,1.2200,55.9198,293.6726
3.2V_1.22Hz,1.2200,38.5123,309.5992
3.2V_1.22Hz,1.2200,44.0105,339.9643
3.2V_1.22Hz,1.2200,42.6984,374.9883
3.2V_1.22Hz,1.2200,42.5746,396.5352
3.2V_1.22Hz,1.2200,36.9808,334.6339
3.2V_1.22Hz,1.2200,40.6732,455.4587
3.2V_1.22Hz,1.2200,47.0729,420.7649
3.2V_1.22Hz,1.2200,46.3603,391.9676
3.2V_1.22Hz,1.2200,51.3152,368.6941
3.2V_1.22Hz,1.2200,39.1930,400.4029
3.2V_1.22Hz,1.2200,41.7984,239.5811
3.2V_1.22Hz,1.2200,45.5337,227.2359
3.2V_1.22Hz,1.2200,38.6767,272.7025
3.2V_1.22Hz,1.2200,43.9756,375.2390
3.2V_1.22Hz,1.2200,38.1200,352.5311
3.2V_1.22Hz,1.2200,27.2284,482.7193
3.2V_1.22Hz,1.2200,48.5664,414.5181
3.2V_1.22Hz,1.2200,43.5041,373.8843
3.2V_1.22Hz,1.2200,-0.7976,276.4935
3.2V_1.22Hz,1.2200,16.1902,344.4740
3.2V_1.22Hz,1.2200,28.2017,275.8760
3.2V_1.22Hz,1.2200,30.4492,447.4299
3.2V_1.22Hz,1.2200,20.3116,537.3886
3.2V_1.22Hz,1.2200,28.9592,349.0804
3.2V_1.22Hz,1.2200,29.8625,236.5124
3.2V_1.22Hz,1.2200,25.5378,485.2216
3.2V_1.22Hz,1.2200,45.4017,386.2757
3.2V_1.22Hz,1.2200,49.4948,418.6622
3.2V_1.22Hz,1.2200,42.6225,375.1783
3.2V_1.22Hz,1.2200,24.8917,310.4667
3.2V_1.22Hz,1.2200,55.9854,352.9056
3.2V_1.22Hz,1.2200,35.5784,363.3233
3.2V_1.22Hz,1.2200,52.0070,412.7066
3.2V_1.22Hz,1.2200,41.2912,336.1265
3.2V_1.22Hz,1.2200,22.1091,496.3644
3.2V_1.22Hz,1.2200,57.8183,264.1786
3.2V_1.22Hz,1.2200,53.6845,310.7644
3.2V_1.22Hz,1.2200,56.8446,289.8697
3.2V_1.22Hz,1.2200,56.5032,326.4742
3.2V_1.22Hz,1.2200,42.5773,282.0536
3.2V_1.22Hz,1.2200,43.1591,238.9776
3.2V_1.22Hz,1.2200,38.9657,318.0472
3.2V_1.22Hz,1.2200,48.3738,403.3364
3.2V_1.22Hz,1.2200,47.1635,418.5991
3.2V_1.22Hz,1.2200,55.5220,366.0416
3.2V_1.22Hz,1.2200,29.8732,347.6606
3.2V_1.22Hz,1.2200,23.5682,410.7949
3.2V_1.22Hz,1.2200,37.4372,439.0459
3.2V_1.22Hz,1.2200,43.2998,355.4932
3.2V_1.22Hz,1.2200,34.3223,328.5305
3.2V_1.22Hz,1.2200,48.5750,406.3496
3.2V_1.22Hz,1.2200,42.1227,350.2266
3.2V_1.22Hz,1.2200,28.5342,382.3434
3.2V_1.22Hz,1.2200,51.9062,353.7136
3.2V_1.22Hz,1.2200,34.7624,405.2084
3.2V_1.22Hz,1.2200,44.7249,380.3770
3.2V_1.22Hz,1.2200,41.4310,316.8525
3.2V_1.22Hz,1.2200,51.8408,316.0138
3.2V_1.22Hz,1.2200,33.0344,427.3799
3.2V_1.22Hz,1.2200,42.9743,234.0734
3.2V_1.22Hz,1.2200,46.3133,234.0367
3.2V_1.22Hz,1.2200,41.4798,276.4552
3.2V_1.22Hz,1.2200,41.8361,397.2472
3.2V_1.23Hz,1.2300,23.7642,-587.2982
3.2V_1.23Hz,1.2300,24.7547,-507.4120
3.2V_1.23Hz,1.2300,41.3468,-273.2701
3.2V_1.23Hz,1.2300,8.8205,-139.6457
3.2V_1.23Hz,1.2300,36.8134,-310.8344
3.2V_1.23Hz,1.2300,11.1350,-343.4655
3.2V_1.23Hz,1.2300,17.7196,-290.9488
3.2V_1.23Hz,1.2300,26.3420,-367.3136
3.2V_1.23Hz,1.2300,37.6113,-320.6909
3.2V_1.23Hz,1.2300,30.7957,-392.5068
3.2V_1.23Hz,1.2300,14.4354,-415.7045
3.2V_1.23Hz,1.2300,16.3420,-419.0833
3.2V_1.23Hz,1.2300,25.4181,-381.6604
3.2V_1.23Hz,1.2300,36.9758,-304.9652
3.2V_1.23Hz,1.2300,28.7598,-411.0975
3.2V_1.23Hz,1.2300,19.4676,-491.6012
3.2V_1.23Hz,1.2300,16.7623,-323.2738
3.2V_1.23Hz,1.2300,43.5948,-416.3173
3.2V_1.23Hz,1.2300,36.1330,-507.2751
3.2V_1.23Hz,1.2300,31.9382,-296.5892
3.2V_1.23Hz,1.2300,34.4365,-119.6705
3.2V_1.23Hz,1.2300,16.7128,-499.9666
3.2V_1.23Hz,1.2300,20.2861,-508.9465
3.2V_1.23Hz,1.2300,24.8294,-688.1298
3.2V_1.23Hz,1.2300,15.4975,-262.0562
3.2V_1.23Hz,1.2300,40.5627,-311.3309
3.2V_1.23Hz,1.2300,34.2581,-564.4402
3.2V_1.23Hz,1.2300,41.2769,-293.8526
3.2V_1.23Hz,1.2300,36.5982,-415.5135
3.2V_1.23Hz,1.2300,22.6898,-414.7797
3.2V_1.23Hz,1.2300,17.0406,-435.4074
3.2V_1.23Hz,1.2300,27.1723,-419.1153
3.2V_1.23Hz,1.2300,10.7703,-432.5345
3.2V_1.23Hz,1.2300,17.9452,-453.9224
3.2V_1.23Hz,1.2300,30.8735,-415.4857
3.2V_1.23Hz,1.2300,27.2248,-499.9590
3.2V_1.23Hz,1.2300,20.4405,-234.2970
3.2V_1.23Hz,1.2300,38.3455,-322.4395
3.2V_1.23Hz,1.2300,26.6834,-428.1215
3.2V_1.23Hz,1.2300,3.4236,-417.1633
3.2V_1.23Hz,1.2300,14.8540,-447.4179
3.2V_1.23Hz,1.2300,47.8492,-296.3410
3.2V_1.23Hz,1.2300,45.5560,-478.0798
3.2V_1.23Hz,1.2300,10.8014,-213.5311
3.2V_1.23Hz,1.2300,38.8124,-332.2070
3.2V_1.23Hz,1.2300,35.9010,-318.7666
3.2V_1.23Hz,1.2300,19.5032,-491.4446
3.2V_1.23Hz,1.2300,27.9094,-244.9860
3.2V_1.23Hz,1.2300,41.5559,-443.3258
3.2V_1.23Hz,1.2300,22.1355,-435.5754
3.2V_1.23Hz,1.2300,43.3017,-464.7262
3.2V_1.23Hz,1.2300,9.4455,-277.5689
3.2V_1.23Hz,1.2300,40.8115,-323.1189
3.2V_1.23Hz,1.2300,39.9109,-397.8630
3.2V_1.23Hz,1.2300,42.7191,-456.6104
3.2V_1.23Hz,1.2300,50.6713,-257.2128
3.2V_1.23Hz,1.2300,21.3705,-489.6970
3.2V_1.23Hz,1.2300,14.0894,-491.9118
3.2V_1.23Hz,1.2300,31.2862,-579.6182
3.2V_1.23Hz,1.2300,5.5637,-326.1951
3.2V_1.23Hz,1.2300,24.7285,-258.7099
3.2V_1.23Hz,1.2300,44.6481,-442.3517
3.2V_1.23Hz,1.2300,17.3186,-436.2483
3.2V_1.23Hz,1.2300,16.5992,-429.7721
3.2V_1.23Hz,1.2300,33.1538,-486.0588
3.2V_1.23Hz,1.2300,29.2190,-348.0018
3.2V_1.23Hz,1.2300,27.6488,-402.5065
3.2V_1.23Hz,1.2300,40.9436,-322.7059
3.2V_1.23Hz,1.2300,18.3879,-406.9244
3.2V_1.23Hz,1.2300,38.2092,-523.5234
3.2V_1.23Hz,1.2300,33.8387,-494.6127
3.2V_1.23Hz,1.2300,40.1347,-266.4656
3.2V_1.23Hz,1.2300,6.9237,-240.1265
3.2V_1.23Hz,1.2300,41.3787,-336.6868
3.2V_1.23Hz,1.2300,18.5406,-500.6950
3.2V_1.23Hz,1.2300,17.3754,-319.3833
3.2V_1.23Hz,1.2300,36.2533,-338.2979
3.2V_1.23Hz,1.2300,22.6386,-207.3387
3.2V_1.23Hz,1.2300,29.9577,-457.6201
3.2V_1.23Hz,1.2300,14.5412,-435.7794
3.2V_1.23Hz,1.2300,13.7989,-469.9126
3.2V_1.23Hz,1.2300,44.0105,-335.9690
3.2V_1.23Hz,1.2300,43.5237,-289.4158
3.2V_1.23Hz,1.2300,12.9642,-463.8305
3.2V_1.23Hz,1.2300,11.7124,-345.2056
3.2V_1.23Hz,1.2300,39.9689,-340.9484
3.2V_1.23Hz,1.2300,12.5854,-456.8708
3.2V_1.23Hz,1.2300,29.4357,-400.8921
3.2V_1.23Hz,1.2300,17.6752,-420.7053
3.2V_1.23Hz,1.2300,16.6569,-466.2136
3.2V_1.23Hz,1.2300,47.6577,-312.5276
3.2V_1.23Hz,1.2300,36.1094,-309.6390
3.2V_1.23Hz,1.2300,15.9237,-367.2743
3.2V_1.23Hz,1.2300,38.7635,-517.0305
3.2V_1.23Hz,1.2300,34.3845,-521.9395
3.2V_1.23Hz,1.2300,42.9522,-249.9184
3.2V_1.23Hz,1.2300,8.0320,-338.7449
3.2V_1.23Hz,1.2300,18.2730,-295.9485
3.2V_1.23Hz,1.2300,44.4584,-261.8033
3.2V_1.23Hz,1.2300,23.0639,-388.9075
3.2V_1.23Hz,1.2300,37.8969,-610.2493
3.2V_1.23Hz,1.2300,27.1071,-543.5943
3.2V_1.23Hz,1.2300,34.5461,-306.2254
3.2V_1.23Hz,1.2300,28.0914,-195.3720
3.2V_1.23Hz,1.2300,14.5092,-450.0551
3.2V_1.23Hz,1.2300,12.8554,-427.9732
3.2V_1.23Hz,1.2300,43.2303,-502.0223
3.2V_1.23Hz,1.2300,8.3501,-267.8097
3.2V_1.23Hz,1.2300,43.4743,-311.2599
3.2V_1.23Hz,1.2300,23.8245,-359.8877
3.2V_1.23Hz,1.2300,39.5206,-329.7104
3.2V_1.23Hz,1.2300,34.1592,-351.5655
3.2V_1.23Hz,1.2300,33.7578,-341.1934
3.2V_1.23Hz,1.2300,32.9507,-339.4710
3.2V_1.23Hz,1.2300,32.0766,-338.8182
3.2V_1.23Hz,1.2300,30.5207,-349.1144
3.2V_1.23Hz,1.2300,30.2738,-351.3431
3.2V_1.23Hz,1.2300,26.4782,-350.7788
3.2V_1.23Hz,1.2300,32.0927,-355.0171
3.2V_1.23Hz,1.2300,32.1223,-354.8742
3.2V_1.23Hz,1.2300,31.6217,-340.2538
3.2V_1.23Hz,1.2300,10.2731,-382.7661
3.2V_1.23Hz,1.2300,20.0685,-528.3993
3.2V_1.23Hz,1.2300,15.6435,-539.9219
3.2V_1.23Hz,1.2300,21.3959,-264.7863
3.2V_1.23Hz,1.2300,29.1666,-343.0656
3.2V_1.23Hz,1.2300,35.5843,-327.4298
3.2V_1.23Hz,1.2300,18.3861,-481.4144
3.2V_1.23Hz,1.2300,19.6238,-263.9744
3.2V_1.23Hz,1.2300,22.9627,-360.6683
3.2V_1.23Hz,1.2300,29.1803,-354.2416
3.2V_1.23Hz,1.2300,30.0320,-510.2852
3.2V_1.23Hz,1.2300,35.9651,-191.9339
3.2V_1.23Hz,1.2300,19.3444,-140.6027
3.2V_1.23Hz,1.2300,27.7868,-593.9959
3.2V_1.23Hz,1.2300,6.4364,-253.2850
3.2V_1.23Hz,1.2300,28.0049,-333.2689
3.2V_1.23Hz,1.2300,13.0601,-485.1190
3.2V_1.23Hz,1.2300,18.4978,-272.4104
3.2V_1.23Hz,1.2300,25.5448,-294.9936
3.2V_1.23Hz,1.2300,20.8257,-483.4800
3.2V_1.23Hz,1.2300,24.6272,-480.9068
3.2V_1.24Hz,1.2400,11.1689,-457.7501
3.2V_1.24Hz,1.2400,14.9006,-360.2279
3.2V_1.24Hz,1.2400,-26.1330,-553.6352
3.2V_1.24Hz,1.2400,-13.0646,-386.1944
3.2V_1.24Hz,1.2400,-8.2523,-376.1350
3.2V_1.24Hz,1.2400,-16.4728,-386.1511
3.2V_1.24Hz,1.2400,-14.5845,-394.5398
3.2V_1.24Hz,1.2400,-12.6526,-403.3953
3.2V_1.24Hz,1.2400,-15.8851,-441.3572
3.2V_1.24Hz,1.2400,26.6351,-212.6855
3.2V_1.24Hz,1.2400,-11.2941,-336.9816
3.2V_1.24Hz,1.2400,4.4715,-440.0680
3.2V_1.24Hz,1.2400,-6.8159,-468.5772
3.2V_1.24Hz,1.2400,17.8473,-422.3702
3.2V_1.24Hz,1.2400,-8.3531,-318.8436
3.2V_1.24Hz,1.2400,5.7048,-455.8688
3.2V_1.24Hz,1.2400,3.0438,-490.5372
3.2V_1.24Hz,1.2400,-13.7079,-512.0701
3.2V_1.24Hz,1.2400,-12.6940,-418.5207
3.2V_1.24Hz,1.2400,15.2882,-11.1004
3.2V_1.24Hz,1.2400,8.4114,-310.0702
3.2V_1.24Hz,1.2400,-3.1170,-535.0827
3.2V_1.24Hz,1.2400,-16.0926,-367.2636
3.2V_1.24Hz,1.2400,-2.6290,-398.0350
3.2V_1.24Hz,1.2400,-20.8246,-531.2905
3.2V_1.24Hz,1.2400,8.3618,-336.7723
3.2V_1.24Hz,1.2400,-3.9802,-485.8104
3.2V_1.24Hz,1.2400,-14.3196,-504.4557
3.2V_1.24Hz,1.2400,-14.3180,-463.0496
3.2V_1.24Hz,1.2400,-11.7650,-386.7449
3.2V_1.24Hz,1.2400,2.5357,-411.3674
3.2V_1.24Hz,1.2400,10.0657,-472.0090
3.2V_1.24Hz,1.2400,-2.6439,-416.1069
3.2V_1.24Hz,1.2400,2.7597,-420.4757
3.2V_1.24Hz,1.2400,3.4899,-480.9129
3.2V_1.24Hz,1.2400,-12.5748,-474.9530
3.2V_1.24Hz,1.2400,-15.6237,-466.1063
3.2V_1.24Hz,1.2400,-16.9875,-487.9025
3.2V_1.24Hz,1.2400,-8.5600,-503.2072
3.2V_1.24Hz,1.2400,9.6858,-412.5110
3.2V_1.24Hz,1.2400,-21.8693,-560.6056
3.2V_1.24Hz,1.2400,-8.6618,-398.9492
3.2V_1.24Hz,1.2400,-23.2662,-473.6611
3.2V_1.24Hz,1.2400,-7.2742,-482.2429
3.2V_1.24Hz,1.2400,-4.9128,-493.4174
3.2V_1.24Hz,1.2400,16.7469,-154.9020
3.2V_1.24Hz,1.2400,12.3813,-299.8713
3.2V_1.24Hz,1.2400,-4.4445,-654.5034
3.2V_1.24Hz,1.2400,-3.7925,-630.8114
3.2V_1.24Hz,1.2400,-12.3841,-358.9768
3.2V_1.24Hz,1.2400,-15.5726,-381.3239
3.2V_1.24Hz,1.2400,20.7107,-224.6681
3.2V_1.24Hz,1.2400,10.9604,-310.4837
3.2V_1.24Hz,1.2400,-6.0657,-521.3412
3.2V_1.24Hz,1.2400,-16.0429,-524.3801
3.2V_1.24Hz,1.2400,-11.3944,-430.3712
3.2V_1.24Hz,1.2400,-2.4380,-452.8571
3.2V_1.24Hz,1.2400,-13.0101,-488.9337
3.2V_1.24Hz,1.2400,-11.6457,-388.9696
3.2V_1.24Hz,1.2400,0.7951,-410.5914
3.2V_1.24Hz,1.2400,2.2451,-449.9208
3.2V_1.24Hz,1.2400,3.8520,-70.4314
3.2V_1.24Hz,1.2400,8.4355,-313.9251
3.2V_1.24Hz,1.2400,-8.2190,-478.9514
3.2V_1.24Hz,1.2400,-14.2194,-419.4821
3.2V_1.24Hz,1.2400,14.1786,-451.1362
3.2V_1.24Hz,1.2400,-3.9736,-482.4907
3.2V_1.24Hz,1.2400,17.1817,-429.7656
3.2V_1.24Hz,1.2400,-9.3224,-311.1035
3.2V_1.24Hz,1.2400,5.6698,-485.1549
3.2V_1.24Hz,1.2400,9.6275,-426.2226
3.2V_1.24Hz,1.2400,-21.1921,-577.1430
3.2V_1.24Hz,1.2400,-7.5501,-364.8887
3.2V_1.24Hz,1.2400,-18.0915,-358.6421
3.2V_1.24Hz,1.2400,-12.8556,-420.0838
3.2V_1.24Hz,1.2400,8.8448,-409.5491
3.2V_1.24Hz,1.2400,-21.6096,-534.2558
3.2V_1.24Hz,1.2400,0.6083,-342.7089
3.2V_1.24Hz,1.2400,1.0477,-406.9798
3.2V_1.24Hz,1.2400,-4.2013,-460.3910
3.2V_1.24Hz,1.2400,19.1931,-395.0291
3.2V_1.24Hz,1.2400,-18.9950,-374.3436
3.2V_1.24Hz,1.2400,2.8973,-489.8167
3.2V_1.24Hz,1.2400,-21.0505,-615.6455
3.2V_1.24Hz,1.2400,-9.5707,-492.1245
3.2V_1.24Hz,1.2400,-15.3606,-472.2794
3.2V_1.24Hz,1.2400,-11.3424,-386.8046
3.2V_1.24Hz,1.2400,-6.9601,-497.0966
3.2V_1.24Hz,1.2400,-19.2053,-610.6958
3.2V_1.24Hz,1.2400,8.4968,-332.6360
3.2V_1.24Hz,1.2400,3.5579,-606.3327
3.2V_1.24Hz,1.2400,-5.1892,-427.8823
3.2V_1.24Hz,1.2400,-6.8945,-470.3294
3.2V_1.24Hz,1.2400,-11.8991,-406.4398
3.2V_1.24Hz,1.2400,8.9363,-674.2251
3.2V_1.24Hz,1.2400,-5.6807,-418.8974
3.2V_1.24Hz,1.2400,-16.9611,-402.2248
3.2V_1.24Hz,1.2400,7.2438,-547.8182
3.2V_1.24Hz,1.2400,-15.8049,-495.9027
3.2V_1.24Hz,1.2400,-9.8263,-416.3777
3.2V_1.24Hz,1.2400,1.9303,-532.9989
3.2V_1.25Hz,1.2500,-30.9274,-368.9941
3.2V_1.25Hz,1.2500,-40.9969,-519.3886
3.2V_1.25Hz,1.2500,-32.6383,-467.7422
3.2V_1.25Hz,1.2500,-30.7946,-393.1338
3.2V_1.25Hz,1.2500,-27.0414,-294.6447
3.2V_1.25Hz,1.2500,-35.6709,-370.3374
3.2V_1.25Hz,1.2500,-22.9000,-355.5516
3.2V_1.25Hz,1.2500,-30.0246,-341.5127
3.2V_1.25Hz,1.2500,-34.4696,-406.9079
3.2V_1.25Hz,1.2500,-34.2022,-467.3106
3.2V_1.25Hz,1.2500,-22.3077,-372.6633
3.2V_1.25Hz,1.2500,-32.1851,-388.5368
3.2V_1.25Hz,1.2500,-37.6354,-362.6472
3.2V_1.25Hz,1.2500,-9.9092,-365.6745
3.2V_1.25Hz,1.2500,-36.7092,-396.3819
3.2V_1.25Hz,1.2500,-15.5588,-354.3211
3.2V_1.25Hz,1.2500,-20.3545,-482.9432
3.2V_1.25Hz,1.2500,-31.7001,-347.8631
3.2V_1.25Hz,1.2500,-34.3444,-516.8499
3.2V_1.25Hz,1.2500,-40.0386,-386.9120
3.2V_1.25Hz,1.2500,-34.3431,-391.0592
3.2V_1.25Hz,1.2500,-30.8082,-302.4579
3.2V_1.25Hz,1.2500,-34.2297,-380.9011
3.2V_1.25Hz,1.2500,-32.0161,-408.5997
3.2V_1.25Hz,1.2500,-28.0639,-401.1750
3.2V_1.25Hz,1.2500,-13.6799,-472.7135
3.2V_1.25Hz,1.2500,-9.2635,-308.3846
3.2V_1.25Hz,1.2500,-28.6186,-416.5915
3.2V_1.25Hz,1.2500,-25.7668,-317.0604
3.2V_1.25Hz,1.2500,-15.1621,-391.3024
3.2V_1.25Hz,1.2500,-19.1551,-419.9204
3.2V_1.25Hz,1.2500,-14.5623,-506.8320
3.2V_1.25Hz,1.2500,-39.2711,-551.2918
3.2V_1.25Hz,1.2500,-24.8936,-579.4710
3.2V_1.25Hz,1.2500,-31.7455,-562.7939
3.2V_1.25Hz,1.2500,-26.6249,-518.7748
3.2V_1.25Hz,1.2500,-24.2472,-648.1288
3.2V_1.25Hz,1.2500,-40.9501,-519.5500
3.2V_1.25Hz,1.2500,-31.0518,-602.3554
3.2V_1.25Hz,1.2500,-33.2528,-574.0923
3.2V_1.25Hz,1.2500,-26.3075,-423.8419
3.2V_1.25Hz,1.2500,-21.2561,-408.5864
3.2V_1.25Hz,1.2500,-45.4081,-426.6058
3.2V_1.25Hz,1.2500,-26.0385,-372.9212
